date,description,title
Martes  8 de noviembre de 2016,"(...) , para lo cual se requiere un supervisor de operaciones, , y operadores de cable, operadores de estación, auxiliares operadores de estación y personal de mantenimiento.",Se inciaron pruebas del cable La Sierra de Medellín
Jueves  3 de noviembre de 2016,"(...) . Los estudios de factibilidad se hicieron a una velocidad vertiginosa y con una precisión impecable, gracias a la experiencia y el conocimiento del , Gaitán Cortés, alcalde (...)","Avenida 7.ª, sí. Troncal, no"
Jueves  3 de noviembre de 2016,(...) .,Realizarán audiencia ambiental en Pesca para evitar proyecto petrolero
Jueves  3 de noviembre de 2016,"(...)  en el operativo, la base del monumento estaba tan cubierta por gruesas capas de maleza y vandalizada con rayones, que su placa, que rinde honor al , italiano, no se podía leer (...)",¿En dónde paró el busto de Guillermo Marconi?
Miércoles 16 de noviembre de 2016,"(...)  de partida para dimensionar todo lo que le podemos aportar a nuestra ciudad”, señaló el , Darío Fernando Fajardo, docente del Departamento de Electrónica (...)","Universitarios de Pasto, con bicicletas solares "
Miércoles  9 de noviembre de 2016,"(...)  cercano a la obra y que pidió la reserva, aseguran que “ni siquiera hay dinero para echarles gasolina a las camionetas que transportan a los , y ni qué decir de lo que se les (...)",Por deuda paran trabajos en el nuevo puente Pumarejo
Martes  1 de noviembre de 2016,"(...)  irritaciones en la piel.,Alcohol en la sangre. , de la Universidad de California en San Diego (EE. UU.) han desarrollado un sensor electrónico flexible que se adhiere a la piel, mide (...)","Ahora, los tatuajes tienen microchips y recopilan información"
Martes  1 de noviembre de 2016,"(...)  Dávila, , de Coninvial, firma que ejecuta las obras, con la excavación del último de los túneles se acerca cada vez más el momento de la culminación de las obras (...)",Terminó excavación de los túneles de la vía al Llano
Martes  8 de noviembre de 2016,"(...)  que permita una mayor producción de estos campos, se inyectan los polímeros, componentes que mejoran el barrido del yacimiento.",Polímero adaptado en Santander es usado para extraer crudo pesado
Martes  8 de noviembre de 2016,"(...)  las emergencias causadas en el desarrollo del proyecto, compromiso que tendrá vigencia durante los cinco años que contempla la etapa constructiva.,Julio Burbano, , de Coviandina (...)",Iniciaron obras de doble calzada del tramo Chirajara-Fundadores 
Martes  8 de noviembre de 2016,"(...)  y, la segunda, es un lazo del Puente de la Madre Laura que une la Regional con la Autopista, que le quitó espacio al paso del tren de cercanías.",Siguen críticas por obras que complican paso del ferrocarril
Martes  8 de noviembre de 2016,(...) ,"Editorial: La Guajira, un nuevo intento"
Jueves  3 de noviembre de 2016,"(...) , ",Comunidad y Alcaldía de Cúcuta pavimentan calles
Miércoles  2 de noviembre de 2016,"(...)  se empodere de esta a partir de exigir la apertura de los datos, colgó los códigos de derecho que aprendió en la universidad en Uruguay, su país natal, e hizo de los , (...)","Abrelatam, el mundo de los datos llega a Bogotá"
Miércoles  2 de noviembre de 2016,(...)  garantías en La Guajira': Registrador,Estos son los candidatos que aspiran a la gobernación de La Guajira
Lunes 31 de octubre de 2016,"(...)  energía, lo que aquí llamamos basura, para ellos es materia prima. En Cali no se aprovecha”, señala el , del Dagma, la autoridad ambiental de la ciudad, Diego Benavides (...)",Un llamado para aprovechar los residuos en Cali
Domingo  6 de noviembre de 2016,(...)  ejecutivos.,En el país es cada vez más difícil encontrar personal técnico
Domingo  6 de noviembre de 2016,(...) ,"Combatir desnutrición en La Guajira, una de las promesas de González"
Sábado  5 de noviembre de 2016,(...)  despoblados de vegetación.,Así va la recuperación de los cerros orientales de Bogotá
Miércoles 26 de octubre de 2016,"(...)  de Ingeniería en Manizales, que la ficción suele inspirar las invenciones de los , y que ",'El límite para la ingeniería está en la energía disponible'
Martes  1 de noviembre de 2016,"(...)  el tren que se acaba de reabrir a Santa Marta. Sin embargo, como ,, encuentro que volvimos a lo que teníamos hace 50 años. En Latinoamérica, tan solo en El Salvador (...)",¡Trump puede ganar!
Martes  1 de noviembre de 2016,"(...)  la compañía en su blog oficial, un equipo de , trabajará en la expansión del uso del sistema operativo QNX Neutrino, la tecnología de seguridad Certicom y el software (...)",Blackberry firma acuerdo con Ford para crear carros autónomos
Lunes 31 de octubre de 2016,"(...)  por un francotirador de la estructura ilegal, causándole la muerte”, se lee en el comunicado.",A francotirador del Eln atribuyen crimen de soldado en Nariño
Lunes 31 de octubre de 2016,"(...)  graduarse como , electrónico en no más de cinco años.",Joven boyacense recibió una de las becas de Ecopetrol
Lunes 31 de octubre de 2016,(...)  Roberto D’Pablo Ramírez.,Las nuevas vías que conectarán a Antioquia con Buenaventura
Sábado  5 de noviembre de 2016,"(...)  Alonso Pérez, presidente de la Sociedad Antioqueña de , y Arquitectos (SAI), se han hecho intentos por lograr la transformación y empezar a construir una ciudad que no fuera (...)",Por qué Medellín es la ciudad más transformadora 
Miércoles 26 de octubre de 2016,"(...)  ninguno hizo pública esta información.,Finalmente, los datos que maneja actualmente el , geotécnico que dirige esta operación, Pat Shire, señala (...)",Edificio en San Francisco se hunde y es comparado con la Torre de Pisa
Miércoles 26 de octubre de 2016,"(...)  político sobre los contratos adjudicados en los años 2010 y 2011 al , Edwin Ríos para la pavimentación de las vías urbanas en Mapiripán y de la carretera principal (...)",Mapiripán reclama que le construyan vías
Martes 25 de octubre de 2016,"(...)  de edad, después de una exitosa carrera profesional como , y abogado.",Cinco concursos en los que los niños fueron protagonistas
Martes 25 de octubre de 2016,(...) ’,¿Por qué fue la intervención?
Lunes 31 de octubre de 2016,"(...)  túnel de Sumapaz. Para levantar estas estructuras deberán atravesar montañas y rocas, explicaron , de la ANI.",En firme el contrato para tercer carril de Bogotá a Girardot
Domingo 30 de octubre de 2016,(...) ,Turistas informados en El Carmen de Viboral gracias a Turicarmen
Domingo 30 de octubre de 2016,(...) .,Cinco perlas de la corrupción en los Juegos Nacionales del 2015
Sábado 29 de octubre de 2016,"(...)  él permite reforzar esa imagen, además de reconocer un joven con muchos planes, grandes sueños y muchas más ganas de salir a cumplirlos.",La Calera tiene al alumno con mejor resultado en Saber 11 del país
Sábado 29 de octubre de 2016,(...)  el mejor de su clase.,El mejor estudiante en pruebas Saber 11 del Cauca quiere ser ingeniero
Sábado 29 de octubre de 2016,"(...)  para ocupar un cargo, la nación crece. Si hay mejores doctores, se van a salvar más vidas. La situación del país puede cambiar por completo si hay mejores ,, arquitectos (...)",A las niñas les ponen menos cuidado en las aulas de clase
Sábado 29 de octubre de 2016,(...) ?,'Con Hamilton hemos tenido momentos difíciles': Rosberg
