date,link,description,title
Martes 11 de octubre de 2016,http://www.eltiempo.com/colombia/boyaca-7-dias/obras-del-puente-en-altar-de-la-patria/16724033,"(...) , presidente de la Sociedad de , y Arquitectos de Boyacá.,De esta forma, el Consorcio Solarte & Solarte, firma que adelanta los trabajos cumplió, en gran medida (...)",A punto de acabar obras del puente
Martes 11 de octubre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/reubicaran-a-vendedores-ambulantes-del-centro-de-armenia-/16724010,"(...)  Comercio, el , constructor y un arquitecto tras un fallo.",Reubicarán a vendedores ambulantes del centro de Armenia 
Martes 11 de octubre de 2016,http://www.eltiempo.com/estilo-de-vida/gente/perfil-del-ingeniero-colombiano-guillermo-gonzalez-zuleta-/16723719,"(...) ,
","Guillermo González Zuleta, genio del diseño estructural"
Lunes 10 de octubre de 2016,http://www.eltiempo.com/colombia/medellin/obras-de-valorizacion-de-el-poblado/16723021,"(...)  reparos no son solo de las personas que transitan por el sur de la ciudad ni del Comité de Valorización sino también de expertos de la Sociedad Antioqueña de , (...)",Siguen reparos a las obras de valorización de El Poblado
Lunes 10 de octubre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/robos-y-humanos-diferencias/16722788,"(...)  realidad, “todo reposa en los servicios contenidos en los servidores externos (‘cloud computing’) que tienen funciones de inteligencia artificial”, explica el ,.",A los robots les falta mucho para ser 'humanos'
Lunes 10 de octubre de 2016,http://www.eltiempo.com/deportes/futbol/avion-que-trae-a-la-sel-de-uruguay-sufrio-falla-en-manaos-brasil/16722757,(...)  a que falló uno de los generadores.,"Avión que trae a la Sel. de Uruguay sufrió falla en Manaos, Brasil"
Domingo  9 de octubre de 2016,http://www.eltiempo.com/entretenimiento/musica-y-libros/fenomeno-ovni-juan-jose-benitez/16722236,"(...)  en su casco le preguntaron varias cosas. Al aterrizar, al F-1 le faltaban numerosos remaches. Sé también de un , que ensayó con piezas extraídas de la nave accidentada (...)",'El fenómeno ovni es real': J. J. Benítez
Domingo  9 de octubre de 2016,http://www.eltiempo.com/opinion/columnistas/los-deplorables-de-trump-ian-buruma-columnista-el-tiempo/16722159,"(...)  que el de otros países, en promedio, y entre los nazis más entusiastas había maestros de escuela, , y médicos, así como pequeños empresarios provinciales (...)",Los deplorables de Trump
Jueves 29 de septiembre de 2016,http://www.eltiempo.com/politica/proceso-de-paz/victimas-de-la-violencia-apoyan-el-si/16714547,"(...)  Méndez 6.758.083 (Presidente de la Sociedad Boyacense de , y arquitectos),95. - Luis David Arévalo 13.801.081 (Presiente de la Sociedad Santandereana de ,),96. - Erwing (...)",Víctimas de la violencia apoyan el 'Sí' en el plebiscito
Miércoles 28 de septiembre de 2016,http://www.eltiempo.com/colombia/boyaca-7-dias/premios-a-los-empresarios-de-boyaca/16713582,"(...) .,En las versiones pasadas han sido reconocidos entidades y empresas como ",'Premios Óscar' de los empresarios
Miércoles 28 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/contaminacion-en-villavicencio/16713046,(...) .,Molino entra bajo la lupa por contaminación en Villavicencio
Martes 27 de septiembre de 2016,http://www.eltiempo.com/contenido-comercial/publirreportaje/finanzas/16712751,"(...)  conceptos específicos y por ello suelen estar dedicadas a profesionales de las ciencias económicas, administradores de empresas, ,, financistas, contadores. La duración depende (...)",Saber de finanzas le da ventajas en su trabajo
Martes 27 de septiembre de 2016,http://www.eltiempo.com/entretenimiento/musica-y-libros/iv-semana-del-libro-y-la-lectura-digital-en-la-biblioteca-nacional-de-colombia/16712449,"(...) ,
",Comienza la IV Semana del Libro y la Lectura Digital
Viernes  7 de octubre de 2016,http://www.eltiempo.com/estilo-de-vida/gente/cuidado-de-las-orquideas/16721418,"(...)  curiosidad, me puse a investigar un poco sobre las orquídeas y perdí la razón”, dice este ,, que ahora tiene unas 3.000 plantas distintas en su casa.","Delicadas, coloridas y asombrosas, así son las orquídeas"
Jueves  6 de octubre de 2016,http://www.eltiempo.com/bogota/jovenes-acampan-en-plaza-de-bolivar/16720222,(...) .,'Nos vamos a quedar hasta que cese la guerra'
Domingo 25 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/cayo-serrana-o-la-isla-del-tesoro-biologico/16710475,"(...)  expedicionarios, que incluyen buzos de altas profundidades, , especializados en robótica submarina, infantes de marina, oficiales de la Armada y hasta productores de video, que cuentan con personal (...)","Conozca Serrana, nuestra isla del tesoro en el mar Caribe"
Lunes 26 de septiembre de 2016,http://www.eltiempo.com/politica/proceso-de-paz/firma-de-la-paz-en-colombia-2016-german-castro-caycedo-escenas-de-la-violencia/16711162,(...) ”.,German Castro Caycedo relata escenas de la violencia en Colombia
Lunes 26 de septiembre de 2016,http://www.eltiempo.com/bogota/robo-de-tierras-en-bogota-/16711110,"(...)  de Bogotá y, con planos topográficos expedidos por un , sin registro profesional, sin evidencias catastrales ni soportes legales, logró que una herencia de 1.200 metros cuadrados quedara (...)",Así funciona el saqueo y robo de tierras en Bogotá
Jueves  6 de octubre de 2016,http://www.eltiempo.com/mundo/europa/antonio-guterres-podria-ser-nuevo-secretario-general-de-la-onu/16719664,"(...) ; la crisis de refugiados en Europa, el terrorismo y el calentamiento global.","Antonio Guterres, de defensor de refugiados a la ONU"
Jueves  6 de octubre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/ejercito-pavimento-via-del-catatumbo/16719636,(...) ,Ejército hace una vía en la selva del Catatumbo
Martes  4 de octubre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/turismo-en-el-quindio/16718365,(...)  por segundo.,"Turismo, minería y urbanismo, las amenazas del agua en Quindío"
Sábado 24 de septiembre de 2016,http://www.eltiempo.com/bogota/arboles-en-la-autopista-norte-de-bogota/16709727,"(...) .604 árboles sembrados en los separadores de la autopista Norte, entre calles 100 y 170, representan distintos beneficios para los vecinos. Según Juan Rodríguez, , civil (...)",Recomiendan no sembrar más árboles en la autopista Norte
Sábado 24 de septiembre de 2016,http://www.eltiempo.com/bogota/danos-en-la-iglesia-la-porciuncula-de-bogota/16709725,"(...)  de La Porciúncula hace un año, informó que ",A La Porciúncula la amenazan el abandono y los habitantes de calle 
Viernes 23 de septiembre de 2016,http://www.eltiempo.com/opinion/cartas-del-lector/foro-del-lector-opinion-el-tiempo-23-de-septiembre-de-2016/16708876,"(...)  sus profesiones –, agrónomo y sociólogo– con mucha intensidad, siempre al servicio de los más humildes, en busca de la equidad social. Lo eliminaron físicamente, pero (...)",Da miedo salir a la calle
Viernes 23 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/grupo-de-joropo-palo-cruzao-en-los-grammy/16708812,"(...) , músicos, productores, , y otros profesionales creativos de la industria de la grabación.",Grupo de joropo Palo Cruzao tiene nominación en los Grammy
Lunes 26 de septiembre de 2016,http://www.eltiempo.com/economia/empresas/digital-ware-una-de-las-empresas-mas-importantes-del-sector-tecnologico-/16711014,(...) ,Consejos de un emprendedor colombiano exitoso 
Domingo 25 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/gente/huella-social-voluntariado-ambiental/16710606,(...) ,'Una labor tan grande que no se puede pagar'
Domingo 25 de septiembre de 2016,http://www.eltiempo.com/entretenimiento/cine-y-tv/entrevista-con-mark-wahlberg-protagonista-de-horizonte-profundo/16710573,(...)  fue el aporte de él al filme?,El peor desastre ambiental de EE. UU. llega al cine
Martes  4 de octubre de 2016,http://www.eltiempo.com/colombia/boyaca-7-dias/carlos-amata-gobernador-de-boyaca-/16718136,"(...)  todas y cada una de las pretensiones de las demandas admitidas, ratifica la elección del , Carlos Andrés Amaya Rodríguez (tomada por el pueblo Boyacense), como gobernador (...)",Carlos Amaya seguirá en su cargo de gobernador 
Martes  4 de octubre de 2016,http://www.eltiempo.com/entretenimiento/cine-y-tv/nueva-serie-de-hbo/16718021,"(...)  como productor ejecutivo, cuenta cómo unos , han creado un parque de atracciones con el aspecto del Lejano Oeste donde cada anhelo humano, ya sea noble o depravado, puede ser saciado (...)","'Westworld', nueva serie de HBO, alcanzó 3,3 millones de espectadores"
Martes  4 de octubre de 2016,http://www.eltiempo.com/entretenimiento/musica-y-libros/la-biblioteca-publica-cocuyos-gano-premio-como-la-mejor-del-pais/16717780,(...) ”.,La biblioteca pública de Nariño que hoy es la 'mejor del país'
Jueves 22 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/ticpark-en-bogota/16708606,"(...)  diariamente.,En el desarrollo de la experiencia participaron empresas colombianas. Una de ellas fue Latitude, que se encargó de las animaciones en 3D. También participaron , (...)",Este es el parque temático sobre tecnología en Bogotá
Jueves 22 de septiembre de 2016,http://www.eltiempo.com/mundo/asia/internet-y-paginas-web-en-corea-del-norte/16708337,(...)  pretende que los ciudadanos se mantengan limitados para conocer lo que sucede afuera.,Un error informático revela lo que norcoreanos ven en internet
Miércoles 21 de septiembre de 2016,http://www.eltiempo.com/bogota/riesgos-del-sexting-y-el-texting/16707842,"(...) : ,Conozca qué hacer si es víctima de 'sexting'","'Sexting', 'texting' y otros riesgos que hay en la red "
Lunes  3 de octubre de 2016,http://www.eltiempo.com/economia/sectores/obra-en-la-via-4g-ruta-del-sol/16716870,"(...)  en vías, de la Universidad del Quindío.","Claudia, la capataz de obra en la vía 4G Ruta del Sol"
Miércoles 21 de septiembre de 2016,http://www.eltiempo.com/colombia/boyaca-7-dias/mongua-de-zona-roja-a-zona-cafetera-/16707494,"(...)  el , agrónomo Alexander Merchán Torres.,Esta problemática aisló prácticamente a Sirguazá del casco urbano de Mongua y retrasó considerablemente (...)","Mongua, de 'zona roja' a zona cafetera"
Miércoles 21 de septiembre de 2016,http://www.eltiempo.com/entretenimiento/musica-y-libros/nominados-a-los-grammy-latino-fonseca-medrano-cepeda-y-vives/16707438,(...) ,"Fonseca, Medrano, Cepeda y Vives, nominados a los Grammy Latino"
Domingo  2 de octubre de 2016,http://www.eltiempo.com/entretenimiento/arte-y-teatro/exposicion-de-ricardo-cardenas-en-el-museo-santa-clara/16716693,(...) ,Ricardo Cárdenas y su intervención al Museo Santa Clara
Domingo  2 de octubre de 2016,http://www.eltiempo.com/politica/proceso-de-paz/entrevista-con-general-javier-florez/16716219,(...)  en juego el fin de la guerra” y que “el fin de la guerra significa la victoria de las Fuerzas Armadas”.,'El fin de la guerra es la victoria de las FF. MM.'
Domingo  2 de octubre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/viaje-al-corazon-de-silicon-valley/16716210,"(...)  afirmación, el doctor Timothy Chou, profesor de ingeniería en Stanford, no dudó en contrapuntear con jocosidad que ello responde a que “es un pequeño pueblo lleno de , (...)",Viaje al corazón de Silicon Valley
Sábado  1 de octubre de 2016,http://www.eltiempo.com/estilo-de-vida/educacion/jovenes-futuros-ingenieros-del-cauca/16716154,"(...)  como , agrícolas y agroindustriales, en el marco del programa Universidades de Paz.","Jóvenes, futuros ingenieros del Cauca"
Sábado  1 de octubre de 2016,http://www.eltiempo.com/entretenimiento/cine-y-tv/hbo-estrena-westworld/16715922,"(...)  como ""una oscura odisea acerca de los albores de la consciencia artificial y la evolución del pecado"", la historia de ""Westworld"" cuenta cómo unos , han creado un parque de atracciones (...)","'Westworld', la apuesta de HBO para seguir el éxito de Game of Thrones"
Viernes 30 de septiembre de 2016,http://www.eltiempo.com/opinion/columnistas/el-cerro-de-maco-adolfo-pacheco-anillo-columna-el-tiempo/16715557,"(...)  esto a los , Soliman Melais, Abeth visitó la región y elaboró un plano para construir una represa que diera agua por gravedad al municipio de San Jacinto; pero, por (...)",El cerro de Maco
Viernes 30 de septiembre de 2016,http://www.eltiempo.com/entretenimiento/cine-y-tv/martin-baron-discurso-sobre-etica-en-el-festival-gabo-/16715381,(...) ,La lección de ética que dio Martin Baron en el Festival Gabo
Viernes 30 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/mision-rosetta-se-estrella-con-cometa-y-llega-a-su-fin/16715098,"(...)  espacial europea (ESA) en Darmstadt, Alemania, al tiempo que anunció el fin definitivo de la misión. La sonda pionera no estaba concebida para aterrizar, pero los , de la ESA hicieron (...)",Rosetta se estrelló en el cometa y concluyó odisea espacial de 12 años
Viernes 30 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/fin-de-la-mision-rosetta/16714912,"(...)  está concebida para aterrizar, pero los , han hecho todo lo posible para que el “impacto controlado” de la sonda en el cometa sea lo menos rudo posible.",Rosetta termina este viernes misión y se estrella voluntariamente
Viernes 30 de septiembre de 2016,http://www.eltiempo.com/politica/justicia/investigan-manipulacion-en-reparto-de-demanda-que-favorecio-a-hyundai-colombia/16714787,"(...) , que alertó en ese momento de una inusual lentitud en el Sistema de Reparto. El , Administrador del Sistema de todas las demandas civiles y de familia reportó y denunció ante la (...)",Fiscalía indaga por asignación de demanda de Hyundai a juez de Bogotá
Jueves 29 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/viajar/claves-de-wifi-de-los-aeropuertos-del-mundo/16714418,(...)  de su recopilación fue un mapa en el cual detalla la clave y si el wifi es gratis o si es limitado.,Un viajero revela las contraseñas de Wifi de los aeropuertos
Martes 20 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/gente/german-samper-en-entrevista-con-revista-habitar-/16706844,"(...)  y la arquitectura. Un recién graduado de bachiller toma decisiones por razones que la gente no entiende. Tenía dos tíos, uno , eléctrico que era gerente de la empresa (...)",Germán Samper: recorridos a lápiz
Martes 20 de septiembre de 2016,http://www.eltiempo.com/opinion/columnistas/los-hilos-de-la-desmemoria-sergio-ramirez-columna-el-tiempo/16706814,"(...) .,El hermano adoptivo de Gabriela tomó la palabra para decir que ella le había enseñado a leer y a escribir y ahora era , agrónomo. Era como estar volviendo a un sueño (...)",Los hilos de la desmemoria
Martes 20 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/parques-infantiles-hechos-por-militares-para-comunidades-rurales-en-posconflicto/16706647,"(...)  infantiles que , del Ejército construyen para localidades rurales que sufrieron el conflicto armado en diferentes partes del país.","Los niños de La Mermita, Caldas, ya pueden jugar en paz"
Martes 20 de septiembre de 2016,http://www.eltiempo.com/colombia/medellin/absuelven-en-primera-instancia-a-curadores-de-edificio-space/16706635,"(...)  de obra y Jorge Aristizábal, , calculista.",Apelarán la absolución a los curadores del edificio Space
Lunes 19 de septiembre de 2016,http://www.eltiempo.com/politica/justicia/como-un-gran-logro-califico-ministro-ayuda-de-estados-unidos-a-desminado/16705837,"(...) ,La Mermita, Aguadas (Caldas), durante la entrega de uno de los 90 parques infantiles que esta semana se pondrán en funcionamiento y que fueron construidos por los , militares (...)","El gran desafío operacional para las fuerzas, es desminar a Colombia"
Lunes 19 de septiembre de 2016,http://www.eltiempo.com/colombia/medellin/erosion-en-uraba/16705697,"(...)  le corresponderá al dueño tomar las acciones que corresponden al caso”, dijo el ,.",La erosión se come el litoral del golfo de Urabá 
Lunes 19 de septiembre de 2016,http://www.eltiempo.com/politica/justicia/diomedes-diaz-subastaran-primer-contrato/16705342,"(...)  ocasiones dejó esperando a los , y tiró por el piso la programación que se tenía organizada para su lanzamiento ese 26 de mayo, fecha de cumpleaños del cantante (...)",Este es el contrato millonario que subastarán de Diomedes Díaz  
Lunes 19 de septiembre de 2016,http://www.eltiempo.com/bogota/arboles-en-bogota/16705255,"(...) ”, afirmó el , ambiental.",Bomberos han atendido 950 emergencias por árboles este año en Bogotá
Lunes 19 de septiembre de 2016,http://www.eltiempo.com/bogota/trafico-ilegal-de-madera-en-colombia/16705253,"(...) , la cantidad que se transporta, el sitio de destino y la firma de una autoridad ambiental”, explica Pinzón.",Así funciona el tráfico ilegal de madera que se incauta en Bogotá
Domingo 18 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/bluecity-una-app-para-mejorar-la-movilidad/16704923,(...) ,"Bluecity, una 'app' para mejorar la movilidad"
Domingo 18 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/colombianos-desaparecidos-en-mexico/16704712,(...)  que la última vez que supo de él fue en esa madrugada. Le grabó un video con el celular desde una discoteca.,El calvario de no saber si están vivos o si los asesinaron
Sábado 17 de septiembre de 2016,http://www.eltiempo.com/bogota/y-por-esto-pagamos-voy-y-vuelvo/16704610,"(...)  varios aplazamientos y pasaron de costar 17.200 millones de pesos a 23.000 millones, según informó el semanario ZONA. ",¿Y por esto pagamos? / Voy y vuelvo
Sábado 17 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/uber-lanza-vehiculo-sin-conductor/16704527,"(...)  también un , y un empleado de la empresa para intervenir en caso de que el sistema automático cometa algún error. “Hoy estamos invitando a nuestros pasajeros más fieles (...)",Uber echa a rodar su carro sin conductor
Sábado 17 de septiembre de 2016,http://www.eltiempo.com/colombia/medellin/parque-biblioteca-espana-de-medellin-reabrira-en-febrero-de-2017/16704394,"(...)  en el parque biblioteca estaban suspendidas y que al proyecto, en ocasiones, no llegaban los materiales requeridos para adelantar las labores, pese a que los , pedían prontitud en los mismas (...)",Parque Biblioteca España de Medellín reabrirá en febrero de 2017
Sábado 17 de septiembre de 2016,http://www.eltiempo.com/deportes/futbol-colombiano/liga-aguila-previo-del-partido-huila-vs-rionegro/16704415,"(...)  a la Sociedad de , de Colombia para que adelante un peritazgo que permita establecer el real avance  de la obra y a su vez un informe sobre el estado estructural de todas las tribunas (...)","Atlético Huila, en el Murillo Toro, recibe a Rionegro"
Sábado 17 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/invierno-en-el-meta/16704032,(...) .,Ocho obras necesita la ciudad para mitigar el impacto de las lluvias
Viernes 16 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/elecciones-de-nuevo-rector-de-la-unimagdalena/16703900,"(...)  de los aspirantes a la rectoría. Además, de la ‘guerra sucia’ contra algunas candidaturas.",Unimagdalena va a las urnas por nuevo rector
Viernes 16 de septiembre de 2016,http://www.eltiempo.com/mundo/ee-uu-y-canada/entrevista-con-xavier-sala-i-martin-/16703420,"(...) ’ a la gente. Queríamos que todos los , fueran iguales o que todos los abogados fueran iguales. Porque cuando se moría el , ponías a otro igual, y la maquinaria industrial (...)","'Si Trump gana, sería un fracaso de la educación'"
Jueves 15 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/emergencia-por-invierno-en-villavicencio/16702700,(...) .,Aguacero también afectó obras del acueducto en Villavicencio
Jueves 15 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/nuevos-tuneles-y-puentes-en-via-al-llano/16702320,"(...)  colombiana.,Dicho por expertos , españoles que trabajan en la obra, las obras de la vía al Llano no tienen nada que envidiarle a otros países del mundo (...)",Vía al Llano abre hoy un túnel único en América Latina
Miércoles 14 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/uber-prueba-sus-vehiculos-sin-conductor-en-las-calles-de-pittsburgh/16702089,(...)  y frenaba ante la apertura de la puerta de un vehículo en una calle con mucho movimiento.,Uber prueba sus vehículos sin conductor en las calles de Pittsburgh
Miércoles 14 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/cuando-la-ayuda-y-alimentacion-si-llega-a-los-ninos-pobres-del-caribe/16701721,"(...)  en educación, economista, ,, entre otros expertos que aportan una visión interdisciplinaria que han aportado a su importante labor a favor de la niñez de la Región (...)",Cuando la ayuda y alimentación sí llega a los niños pobres del Caribe
Martes 13 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/camiseta-que-cambia-de-temperatura-/16701302,"(...)  más frecuente en estos tiempos en los que las condiciones meteorológicas son cada vez más cambiantes a lo largo del día, sirvió de inspiración a los , David (...)",La camiseta que pasa de 15 a 35 grados centígrados en minutos
Martes 13 de septiembre de 2016,http://www.eltiempo.com/bocas/roy-glauber-en-entrevista-con-revista-bocas-/16701187,"(...)  Los Álamos, el lugar donde realmente se hizo la bomba, nunca hubo más de 6.000 personas entre militares, científicos (físicos y químicos), , expertos en explosivos (...)",Roy Glauber: el último sobreviviente del Proyecto Manhattan
Martes 13 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/choque-de-trenes-por-falta-de-agua-en-quindio/16700768,"(...) , para Orjuela, quien también es el presidente de la Sociedad de , del Quindío, “el desarrollo de la ciudad debe ir de la mano con el medio ambiente, con lo social (...)",Choque de trenes por falta de agua en el Quindío
Martes 13 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/crisis-en-acueducto-de-villavicencio/16700361,(...) .,Opaco panorama del sistema de acueducto de Villavicencio
Lunes 12 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/que-es-un-nomada-digital/16700323,"(...) , en cualquier parte del mundo, un ejecutivo, un empresario, un técnico, un periodista o un , de sistemas, por apenas mencionar algunas profesiones, puede mantenerse conectado para cumplir con (...)","Nómada digital, una alternativa laboral y de vida"
Lunes 12 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/debate-sobre-el-papel-de-la-gestion-cultural-y-arte-en-el-posconflicto/16700121,"(...)  de hacer eventos”, dice. Su labor es acompañar procesos.","Cultura en el posconflicto, la misión es construir ciudadanía"
Lunes 12 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/premio-alejandro-angel-escobar/16699700,(...) ,El pasado y el futuro reciben premio Alejandro Ángel Escobar
Lunes 12 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/internet-2014-avances-tecnologicos/16699697,"(...)  de la Internet Society-Isoc, el , español Gonzalo Camarillo, quien adelantó que, de aquí a 2040, la red será cada vez más descentralizada, inteligente, autónoma (...)","En el 2040, internet sabrá y manejará todo"
Jueves  8 de septiembre de 2016,http://www.eltiempo.com/bogota/demolicion-edificio-de-la-defensoria-del-pueblo-de-bogota/16694972,(...) .ª,Nuevos edificios de la Defensoría del Pueblo costarán $42.000 millones
Miércoles  7 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/financiacion-del-pot-de-manizales/16694468,"(...)  de la plusvalía urbana”, destacó el , Gonzalo Duque Escobar, profesor de la Universidad Nacional sede Manizales. Dijo que es un método “más serio” que los demás (...)",Continúa la polémica por la financiación del POT de Manizales
Miércoles  7 de septiembre de 2016,http://www.eltiempo.com/bogota/implosion-sede-defensoria-del-pueblo-/16694276,(...) .,El domingo será implosión de sede de la Defensoría de Pueblo en Bogotá
Miércoles  7 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/perdidas-millonarias-por-irregularidades-en-un-embalse-en-santander/16693816,"(...)  de los terrenos y tampoco había vía de acceso al lugar”, complementó el auditor.",Irregularidades en embalse dejan pérdidas por más de 9 mil millones
Martes  6 de septiembre de 2016,http://www.eltiempo.com/colombia/medellin/parque-biblioteca-espana-de-medellin/16693359,(...)  duró más de cuatro meses.,Habitantes denuncian freno a obras en Parque Biblioteca España
Martes  6 de septiembre de 2016,http://www.eltiempo.com/politica/justicia/regiones-en-alerta-por-presencia-del-eln-y-bandas/16693302,(...) ,Estas son las regiones en alerta por presencia del Eln y bandas
Martes  6 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/gente/perfil-del-fallecido-empresario-fernando-arteta-garcia/16692954,"(...)  creer en las virtudes de la iniciativa privada e impulsó un proyecto tras el otro, aplicando en ello su vasto conocimiento de ,, su descomunal laboriosidad y su penetrante inteligencia (...)",Fernando Arteta García y su alegría de vivir
Martes  6 de septiembre de 2016,http://www.eltiempo.com/bogota/extraen-arena-del-rio-apulo-por-bajos-niveles-del-agua/16692902,"(...)  a esta población, ya que según explicó el , de la CAR, Jairo Andrés Peñuela, con una eventual creciente del río y la alteración de su cauce se pueden generar (...)",Aprovecharon bajos niveles del río Apulo para extraer arena
Lunes  5 de septiembre de 2016,http://www.eltiempo.com/colombia/barranquilla/emergencias-en-barranquilla-por-las-lluvias-/16692647,(...) ,Lluvias dejan varios carros arrastrados por arroyos en Barranquilla 
Lunes  5 de septiembre de 2016,http://www.eltiempo.com/colombia/barranquilla/fallecio-fernando-arteta-/16692296,"(...)  e , de la Universdad del Norte, Arteta García estuvo vinculado a entidades como Parrish y Cia. Ahí se desempeñó como , de proyectos desde 1976 a 1980 (...)",Falleció en accidente el empresario y líder gremial Fernando Arteta 
Lunes  5 de septiembre de 2016,http://www.eltiempo.com/colombia/barranquilla/muere-fernando-arteta/16692031,"(...)  como Parrish y Cia, en el cargo de , de proyectos desde 1976 a 1980.",Murió el empresario Fernando Arteta
Lunes  5 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/educacion/participante-de-concurso-de-ortografia-de-el-tiempo/16692025,(...) ,El sueño cumplido gracias al concurso de ortografía de EL TIEMPO
Domingo  4 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/nanoparticulas-de-cobre-en-la-medicina/16691858,"(...)  como tratamiento de la enfermedad periodontal avanzada”, dice Javier Campos, , en biotecnología del equipo, que actualmente prueba la capacidad antibacteriana y la seguridad (...)","Nanopartículas de cobre, aliadas de la medicina"
Domingo  4 de septiembre de 2016,http://www.eltiempo.com/economia/empresas/el-hombre-detras-de-totto-la-marca-que-brillo-en-los-olimpicos/16691382,"(...)  de vender productos que podía vender cualquiera y no un , como él. Con 28 años, se dio cuenta de que era el momento de empezar con lo suyo, de ser el crack del equipo (...)","El hombre detrás de Totto, la marca que brilló en los olímpicos"
Sábado  3 de septiembre de 2016,http://www.eltiempo.com/colombia/otras-ciudades/homenaje-a-la-revista-aleph-por-sus-50-anos-en-la-feria-del-libro-de-manizales/16691003,"(...)  luego– “dice mucho de la calidad de la publicación, pero también de la tozudez de su editor”.","Aleph, homenaje a medio siglo de cultura por la paz"
Sábado  3 de septiembre de 2016,http://www.eltiempo.com/mundo/europa/canonizacion-de-la-madre-teresa-de-calcuta/16690696,"(...)  gracias a su intercesión para lograr la curación inexplicable para la ciencia del , mecánico brasileño Marcilio Haddad Andrino, de 43 años (...)",El milagro que convertirá a la madre Teresa de Calcuta en santa
Viernes  2 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/premios-latinoamerica-verde-2016/16690558,"(...)  reciclable.,www.bn.com.pe/",Estos son los ganadores de los Premios Latinoamérica Verde 2016
Viernes  2 de septiembre de 2016,http://www.eltiempo.com/colombia/cali/camaras-infrarrojas-para-detectar-personas-mentirosas/16689778,"(...)  y de otras ciudades del país, y sistemas que miden la variación térmica del cuerpo.",Imágenes infrarrojas para detectar mentirosos
Lunes 12 de septiembre de 2016,http://www.eltiempo.com/bogota/implosion-sede-defensoria-del-pueblo/16699567,"(...)  los servicios en la zona como otra forma de prevención. Por eso, pocas personas evacuadas se quedaron para presenciar la demolición. El , Mauricio Alfonso Vega, del consorcio San José (...)",La fallida implosión de la antigua sede de la Defensoría del Pueblo
Domingo 11 de septiembre de 2016,http://www.eltiempo.com/tecnosfera/novedades-tecnologia/videojuegos-retro-se-ponen-de-moda/16698922,"(...)  con los juegos de las recordadas décadas de los 80 y 90 que marcaron, literalmente, una época.",Se ponen de moda las consolas de videojuegos retro
Viernes  2 de septiembre de 2016,http://www.eltiempo.com/estilo-de-vida/ciencia/efectos-del-terremoto-en-italia/16689776,"(...)  servirles a los , y arquitectos encargados de la reconstrucción de las zonas afectadas por el terremoto. “También son útiles para ver cómo cambian los terrenos (...)",Así se transformó la tierra tras el terremoto en Italia
Viernes  2 de septiembre de 2016,http://www.eltiempo.com/colombia/llano-7-dias/el-invierno-tiene-a-18-municipios-del-meta-en-calamidad-publica/16689694,"(...)  del Meta, , Reinaldo Romero, al informar sobre la afectación que esta semana han sufrido los municipios de Granada, Puerto Concordia, Fuentedeoro, Puerto Lleras, Puerto Rico y El Castillo (...)",El invierno tiene a 18 municipios del Meta  en calamidad pública
